sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Scorpio,intense,guarded,joy,Happy,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,negative,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,negative,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,positive,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,neutral,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,negative,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,negative,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,positive,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,positive,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,positive,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,positive,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,positive,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,neutral,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,negative,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,neutral,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,negative,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,neutral,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,negative,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,neutral,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,negative,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,positive,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,neutral,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Calm,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Good,neutral,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,negative,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,negative,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,negative,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,neutral,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,positive,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,negative,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,negative,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,positive,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,positive,steady,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,negative,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Good,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,positive,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Good,neutral,improving,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,neutral,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,positive,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,neutral,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,neutral,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,negative,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Low,negative,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Happy,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Calm,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,positive,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Low,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,steady,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,negative,steady,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Very Sad,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Happy,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,positive,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,surprise,Very Sad,neutral,dropping,intense balance,surprise regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,neutral,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,positive,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Very Sad,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Good,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,positive,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,positive,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,negative,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Calm,negative,improving,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,neutral,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Happy,negative,steady,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Very Sad,positive,improving,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Calm,negative,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Low,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Calm,negative,improving,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,positive,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Low,positive,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Calm,positive,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Happy,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,neutral,improving,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,negative,steady,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Happy,negative,improving,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,sadness,Very Sad,negative,dropping,intense balance,sadness regulation,from guarded to grounded
Scorpio,intense,guarded,joy,Low,negative,dropping,intense balance,joy regulation,from guarded to grounded
Scorpio,intense,guarded,love,Good,positive,steady,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,anger,Happy,neutral,dropping,intense balance,anger regulation,from guarded to grounded
Scorpio,intense,guarded,love,Low,neutral,dropping,intense balance,love regulation,from guarded to grounded
Scorpio,intense,guarded,fear,Good,negative,dropping,intense balance,fear regulation,from guarded to grounded
Scorpio,intense,guarded,love,Very Sad,negative,improving,intense balance,love regulation,from guarded to grounded
